id	species
GCF_000253015.1	Bartonella clarridgeiae
GCF_007917035.1	Enterococcus faecium
GCF_009627515.1	Bordetella holmesii
GCF_900128725.1	Buchnera aphidicola
GCF_006739205.1	Streptococcus mutans
GCF_002741415.1	Acinetobacter baumannii
GCF_009756585.1	Salmonella enterica
GCF_001592705.1	Legionella pneumophila
GCF_901482695.1	Sphingobacterium thalpophilum
GCF_003346755.1	Arcobacter halophilus
GCF_000701165.1	Burkholderia cepacia
GCF_001481715.1	Corynebacterium pseudotuberculosis
GCF_001932775.1	Piscirickettsia salmonis
GCF_007923185.1	Pediococcus pentosaceus
GCF_001548635.1	Listeria monocytogenes
GCF_003330765.1	Burkholderia pyrrocinia
GCF_003020725.1	Enterococcus faecium
GCF_002191875.1	Brucella melitensis
GCF_000344475.3	Pseudomonas syringae
GCF_900476455.1	Streptococcus pneumoniae
GCF_000011985.1	Lactobacillus acidophilus
GCF_001357935.2	Salmonella enterica
GCF_000223885.1	Stenotrophomonas maltophilia
GCF_001617525.2	Lactobacillus plantarum
GCF_009626615.1	Bordetella parapertussis
GCF_001717605.1	Campylobacter coli
GCF_003717815.1	Salmonella enterica
GCF_001643015.1	Corynebacterium crudilactis
GCF_003073515.1	Salmonella enterica
GCF_002287905.1	Lactobacillus gasseri
GCF_002859405.1	Pasteurella multocida
GCF_003815615.1	Chryseobacterium shandongense
GCF_000014105.1	Neisseria meningitidis
GCF_002119605.1	Ruminococcaceae bacterium
GCF_002077195.1	Escherichia coli
GCF_001515685.1	Staphylococcus aureus
GCF_001636035.1	Vibrio parahaemolyticus
GCF_000364785.1	Chlamydia trachomatis
GCF_000973645.1	Salmonella enterica
GCF_900474955.1	Streptococcus pyogenes
GCF_000967845.1	Klebsiella pneumoniae
GCF_000833105.2	Clostridium beijerinckii
GCF_000283835.1	Rickettsia rickettsii
GCF_001900575.1	Escherichia coli
GCF_000003645.1	Bacillus cereus
GCF_002892725.1	Bordetella pertussis
GCF_002892595.1	Porphyromonas gingivalis
GCF_900635795.1	Haemophilus influenzae
GCF_000590815.1	Brucella ceti
GCF_001018835.2	Staphylococcus aureus
GCF_001697545.1	Neisseria meningitidis
GCF_000402035.1	Burkholderia insecticola
GCF_000193475.1	Burkholderia pseudomallei
GCF_003076295.1	Trueperella pyogenes
GCF_000013965.1	Leptospira borgpetersenii
GCF_000698325.1	Brucella suis
GCF_000418475.1	Lactobacillus rhamnosus
GCF_001559255.2	Hafnia paralvei
GCF_000010205.1	Orientia tsutsugamushi
GCF_000318705.1	Chlamydia trachomatis
GCF_003172465.2	Escherichia coli
GCF_002587225.1	Campylobacter jejuni
GCF_001987535.1	Bordetella pertussis
GCF_001969345.1	Phaeobacter inhibens
GCF_003030065.1	Staphylococcus aureus
GCF_002180055.1	Escherichia coli
GCF_900619595.1	Streptococcus pyogenes
GCF_900637235.1	Staphylococcus condimenti
GCF_002234475.1	Salmonella enterica
GCF_002105735.1	Escherichia coli
GCF_002838265.1	Bifidobacterium breve
GCF_000500935.1	Spiroplasma apis
GCF_008931425.1	Serratia marcescens
GCF_002591275.1	Chryseobacterium indologenes
GCF_005222625.1	Leptospira interrogans
GCF_009627215.1	Bordetella holmesii
GCF_900538275.1	Clostridiales bacterium
GCF_000023165.1	Mycoplasma mycoides
GCF_001932795.1	Piscirickettsia salmonis
GCF_001676825.1	Klebsiella pneumoniae
GCF_002998695.1	Peptostreptococcaceae bacterium
GCF_900324445.1	Vibrio cholerae
GCF_008931805.1	Moritella marina
GCF_002447355.1	Mycobacterium tuberculosis
GCF_004637265.1	Bordetella pertussis
GCF_000447675.1	Treponema pedis
GCF_003073775.1	Staphylococcus aureus
GCF_003640605.1	Streptococcus pyogenes
GCF_000632415.1	Klebsiella michiganensis
GCF_004194435.2	Bacillus thuringiensis
GCF_000772225.1	Campylobacter jejuni
GCF_001985205.1	Bordetella pertussis
GCF_003663765.1	Salmonella enterica
GCF_002881155.1	Streptococcus agalactiae
GCF_002447335.1	Mycobacterium tuberculosis
GCF_002142695.1	Escherichia coli
GCF_002288365.1	Candidatus Planktophila limnetica
GCF_003860765.1	Ralstonia solanacearum
GCF_000009485.1	Burkholderia cenocepacia
GCF_004007415.1	Bordetella pertussis
GCF_001456095.3	Klebsiella pneumoniae
GCF_002356795.1	Rickettsia japonica
GCF_003288215.1	Lactobacillus sakei
GCF_000255355.1	Rickettsia helvetica
GCF_004006295.1	Bacillus asahii
GCF_002011985.1	Escherichia coli
GCF_004332355.1	Corynebacterium pseudotuberculosis
GCF_900476085.1	Mycoplasma gallisepticum
GCF_002355735.1	Sulfuricaulis limicola
GCF_007475365.1	Streptococcus oralis
GCF_000155675.2	Octadecabacter antarcticus
GCF_008807695.1	Pseudomonas protegens
GCF_003020025.1	Burkholderia thailandensis
GCF_000287275.1	Candidatus Carsonella ruddii
GCF_003018755.1	Escherichia coli
GCF_004300905.1	Candidatus Portiera aleyrodidarum
GCF_003956305.1	Escherichia coli
GCF_001866535.2	Raoultella ornithinolytica
GCF_000486855.2	Salmonella enterica
GCF_000214175.1	Hoyosella subflava
GCF_009662355.1	Bacillus subtilis
GCF_001975045.1	Staphylococcus aureus
GCF_900104525.1	Phycicoccus dokdonensis
GCF_001632805.1	Mycobacteroides chelonae
GCF_001874605.1	Moorella thermoacetica
GCF_008244825.1	Salmonella enterica
GCF_002202035.1	Bacillus subtilis
GCF_001611425.1	Staphylococcus aureus
GCF_900078695.1	Bordetella trematum
GCF_006094355.1	Staphylococcus saprophyticus
GCF_001652685.1	Legionella pneumophila
GCF_005954725.1	Escherichia coli
GCF_001986435.1	Bordetella pertussis
GCF_003966505.1	Streptococcus pneumoniae
GCF_002288325.1	Candidatus Planktophila lacus
GCF_900249955.1	Cupriavidus taiwanensis
GCF_002312985.1	Clostridium perfringens
GCF_000756185.1	Burkholderia pseudomallei
GCF_002946835.1	Streptomyces dengpaensis
GCF_005954705.1	Salmonella enterica
GCF_000227645.1	Brucella melitensis
GCF_002240225.1	Paenibacillus physcomitrellae
GCF_000961255.1	Xanthomonas citri
GCF_000499665.2	Rickettsia monacensis
GCF_000007125.1	Brucella melitensis
GCF_000219175.1	Candidatus Moranella endobia
GCF_006337185.1	Staphylococcus epidermidis
GCF_000013045.1	Salinibacter ruber
GCF_000968155.1	Klebsiella pneumoniae
GCF_000025585.1	Dehalococcoides mccartyi
GCF_000445835.1	Mycobacterium tuberculosis
GCF_000341655.1	Dehalococcoides mccartyi
GCF_009002285.1	Corynebacterium ulcerans
GCF_004015265.1	Akkermansia muciniphila
GCF_000968175.1	Xenorhabdus poinarii
GCF_000025345.1	Geodermatophilus obscurus
GCF_009556655.1	Klebsiella pneumoniae
GCF_003948535.2	Acinetobacter baumannii
GCF_002777135.1	Chlamydia trachomatis
GCF_002872415.1	Bacteriovorax stolpii
GCF_002843565.1	Mesoplasma syrphidae
GCF_000174055.1	Chlamydia trachomatis
GCF_008026815.1	Helicobacter pylori
GCF_001721965.1	Campylobacter jejuni
GCF_001677495.1	Escherichia coli
GCF_000091545.1	Thermus thermophilus
GCF_007978365.1	Mannheimia haemolytica
GCF_009665435.1	Vibrio alginolyticus
GCF_001542545.1	Escherichia coli
GCF_900120255.1	Helicobacter pylori
GCF_002688525.1	Bacillus velezensis
GCF_000344215.1	Stenotrophomonas maltophilia
GCF_000331065.1	Candidatus Blochmannia chromaiodes
GCF_001687645.1	Corynebacterium glutamicum
GCF_002238355.1	Campylobacter jejuni
GCF_002197385.1	Streptococcus agalactiae
GCF_000283875.1	Pantoea ananatis
GCF_003426145.1	Staphylococcus aureus
GCF_004117075.1	Fervidobacterium changbaicum
GCF_000063485.1	Clavibacter michiganensis
GCF_003006075.1	Staphylococcus simulans
GCF_002407145.1	Campylobacter coli
GCF_001442515.1	Lysobacter enzymogenes
GCF_000764955.1	Burkholderia cenocepacia
GCF_000340435.2	Mycobacterium haemophilum
GCF_003850585.1	Pseudomonas chlororaphis
GCF_003032455.1	Pantoea vagans
GCF_006088735.1	Salmonella enterica
GCF_008369785.1	Francisella marina
GCF_005311145.1	Treponema pallidum
GCF_003004155.1	Legionella pneumophila
GCF_000258385.1	Corynebacterium pseudotuberculosis
GCF_004006435.1	Bacillus halotolerans
GCF_900105385.1	Microlunatus soli
GCF_000382965.1	Staphylococcus aureus
GCF_000980835.1	Corynebacterium kutscheri
GCF_001456335.2	Xylella fastidiosa
GCF_000317895.1	Bdellovibrio bacteriovorus
GCF_900475525.1	Streptococcus pyogenes
GCF_002447535.1	Mycobacterium tuberculosis
GCF_001682235.1	Staphylococcus equorum
GCF_001988755.1	Bordetella pertussis
GCF_000755905.1	Burkholderia pseudomallei
GCF_001986085.1	Bordetella pertussis
GCF_003368145.1	Campylobacter jejuni
GCF_002240515.1	Bordetella pertussis
GCF_002237535.1	Bacterioplanes sanyensis
GCF_000025205.1	Gardnerella vaginalis
GCF_900178545.1	Lactobacillus curvatus
GCF_002250945.2	Bacillus cytotoxicus
GCF_001938725.1	Mycobacterium tuberculosis
GCF_001886775.1	Clostridium botulinum
GCF_003855635.1	Proteus mirabilis
GCF_900474455.1	Streptococcus pyogenes
GCF_002633865.1	Staphylococcus aureus
GCF_009761715.1	Escherichia coli
GCF_001956815.1	Staphylococcus aureus
GCF_001518875.1	Bacillus cereus
GCF_000219455.1	Bifidobacterium longum
GCF_009671105.1	Escherichia coli
GCF_004367745.1	Herbaspirillum huttiense
GCF_002097535.1	Halobacillus mangrovi
GCF_004118895.1	Escherichia coli
GCF_003945325.1	Nocardioides baekrokdamisoli
GCF_004014965.1	Klebsiella pneumoniae
GCF_001592385.1	Streptococcus agalactiae
GCF_001029645.1	Enterobacter ludwigii
GCF_003612795.1	Halomonas alkaliphila
GCF_009738515.1	Bifidobacterium longum
GCF_002271215.1	Lelliottia jeotgali
GCF_900249905.1	Cupriavidus taiwanensis
GCF_000009025.1	Dehalococcoides mccartyi
GCF_004635245.1	Bordetella pertussis
GCF_001878675.1	Virgibacillus halodenitrificans
GCF_900638025.1	Haemophilus parainfluenzae
GCF_001900635.1	Escherichia coli
GCF_003628735.1	Pectobacterium parmentieri
GCF_900489685.1	Mycoplasma mycoides
GCF_003033945.1	Paenibacillus glucanolyticus
GCF_000017605.1	Leptospira biflexa
GCF_009625735.1	Bordetella parapertussis
GCF_001598095.1	Bacillus thuringiensis
GCF_003814425.1	Borreliella bavariensis
GCF_000013185.1	Baumannia cicadellinicola
GCF_000341895.1	Pseudodesulfovibrio piezophilus
GCF_005848825.1	Enterobacter ludwigii
GCF_002407125.1	Campylobacter jejuni
GCF_006364595.1	Candidatus Methylopumilus rimovensis
GCF_001792835.1	Pseudomonas aeruginosa
GCF_000007265.1	Streptococcus agalactiae
GCF_002859205.1	Bordetella pertussis
GCF_004355725.1	Xanthomonas oryzae
GCF_000024645.1	Pectobacterium parmentieri
GCF_009676405.1	Stenotrophomonas maltophilia
GCF_001636095.1	Burkholderia territorii
GCF_000025845.1	Mycoplasma crocodyli
GCF_003171775.1	Salmonella enterica
GCF_002953035.1	Escherichia coli
GCF_001611345.1	Staphylococcus aureus
GCF_000009585.1	Staphylococcus aureus
GCF_007744255.1	Planctomycetes bacterium
GCF_900619585.1	Streptococcus pyogenes
GCF_002982135.1	Pediococcus inopinatus
GCF_005160785.1	Streptococcus pyogenes
GCF_009709375.1	Piscirickettsia salmonis
GCF_004634605.1	Bordetella pertussis
GCF_004015045.1	Akkermansia muciniphila
GCF_900637225.1	Actinomyces israelii
GCF_001048035.2	Salmonella enterica
GCF_008245185.1	Pseudomonas aeruginosa
GCF_008807835.1	Paraclostridium bifermentans
GCF_003354825.1	Streptococcus pneumoniae
GCF_001664285.1	Rhizobium phaseoli
GCF_001553935.1	Actinomyces oris
GCF_004138645.1	Escherichia coli
GCF_009684575.1	Klebsiella pneumoniae
GCF_003798245.1	Burkholderia pseudomallei
GCF_000009165.1	Xanthomonas campestris
GCF_900187315.1	Listeria welshimeri
GCF_001482325.1	Pseudomonas aeruginosa
GCF_003610975.1	Lactobacillus helveticus
GCF_008330885.1	Neisseria meningitidis
GCF_900520315.1	Mycobacterium tuberculosis
GCF_001886755.1	Escherichia coli
GCF_001278055.1	Desulfuromonas soudanensis
GCF_002688645.1	Bacillus atrophaeus
GCF_900475115.1	Streptococcus pyogenes
GCF_000010945.1	Acetobacter pasteurianus
GCF_003205535.1	Brucella melitensis
GCF_003343155.1	Staphylococcus aureus
GCF_001857945.1	Paenibacillus crassostreae
GCF_006402875.1	Salmonella enterica
GCF_001454945.1	Intestinimonas butyriciproducens
GCF_000222485.1	Cyclobacterium marinum
GCF_000427275.1	Mannheimia haemolytica
GCF_001409155.1	Salmonella enterica
GCF_007751035.1	Planctomycetes bacterium
GCF_001888185.1	Phaeobacter porticola
GCF_003999505.1	Xanthomonas citri
GCF_008693725.1	Streptococcus dysgalactiae
GCF_001985585.1	Bordetella pertussis
GCF_001703715.1	Neisseria meningitidis
GCF_003939085.1	Helicobacter pylori
GCF_000196735.1	Bacillus amyloliquefaciens
GCF_900478265.1	Aggregatibacter aphrophilus
GCF_000671335.1	Ralstonia solanacearum
GCF_900005615.1	Paracoccus aminovorans
GCF_000336465.1	Pseudomonas poae
GCF_900175995.1	Gluconobacter oxydans
GCF_000214845.1	Thermus thermophilus
GCF_003628695.1	Pectobacterium parmentieri
GCF_000214095.2	Acidithiobacillus ferrivorans
GCF_003031505.1	Klebsiella pneumoniae
GCF_000013085.1	Rhodospirillum rubrum
GCF_000513615.1	Listeria monocytogenes
GCF_002082625.2	Acinetobacter baumannii
GCF_000287315.1	Candidatus Carsonella ruddii
GCF_000953495.1	Salmonella enterica
GCF_005886715.1	Enterococcus faecium
GCF_001577325.1	Escherichia coli
GCF_001857985.1	Bacillus velezensis
GCF_001697505.1	Neisseria meningitidis
GCF_900622685.1	Escherichia coli
GCF_002442955.1	Enterococcus faecium
GCF_000319575.2	Spiribacter salinus
GCF_009730055.1	Yersinia intermedia
GCF_003546995.3	Burkholderia pseudomallei
GCF_001951135.2	Clostridium botulinum
GCF_002749635.1	Vibrio cholerae
GCF_000191785.1	Parascardovia denticolens
GCF_006364755.1	Salmonella enterica
GCF_000092545.1	Legionella pneumophila
GCF_003966565.1	Sterolibacteriaceae bacterium
GCF_002117445.1	Ketogulonicigenium robustum
GCF_002234775.1	Salmonella enterica
GCF_004636085.1	Bordetella pertussis
GCF_000750335.1	Salmonella enterica
GCF_005885955.1	Escherichia coli
GCF_003851405.1	Pseudomonas chlororaphis
GCF_000014805.1	Aeromonas hydrophila
GCF_000012325.1	Colwellia psychrerythraea
GCF_003172995.1	Streptococcus sobrinus
GCF_001683215.1	Bacillus anthracis
GCF_002355815.1	Streptococcus pyogenes
GCF_000025765.1	Cutibacterium acnes
GCF_004635385.1	Bordetella pertussis
GCF_001867165.1	Corynebacterium pseudotuberculosis
GCF_900699785.1	Campylobacter showae
GCF_003945345.1	Paenibacillus baekrokdamisoli
GCF_000144405.1	Prevotella melaninogenica
GCF_002997915.1	Chlamydia muridarum
GCF_005944305.1	Klebsiella pneumoniae
GCF_900622505.1	Streptococcus pneumoniae
GCF_002140035.1	Mycobacteroides abscessus
GCF_000017585.1	Campylobacter hominis
GCF_000623655.2	Salmonella enterica
GCF_900638595.1	Neisseria meningitidis
GCF_006489235.1	Bacillus velezensis
GCF_000019585.2	Xanthomonas oryzae
GCF_002448155.1	Mycobacterium tuberculosis
GCF_005221605.1	Escherichia coli
GCF_002156745.1	Klebsiella pneumoniae
GCF_000623115.2	Salmonella enterica
GCF_001576275.1	Salmonella enterica
GCF_001547815.1	Streptococcus pyogenes
GCF_002882645.1	Streptococcus agalactiae
GCF_003716995.1	Salmonella enterica
GCF_002950195.1	Shigella flexneri
GCF_007741495.1	Planctomycetes bacterium
GCF_001712915.1	Treponema pallidum
GCF_000624895.2	Salmonella enterica
GCF_008693345.1	Orientia tsutsugamushi
GCF_900187055.1	Staphylococcus simiae
GCF_003268615.1	Blattabacterium clevelandi
GCF_000012185.1	Haemophilus influenzae
GCF_002192595.1	Yersinia ruckeri
GCF_002173575.1	Pediococcus acidilactici
GCF_002736145.1	Collinsella aerofaciens
GCF_900636375.1	Streptococcus agalactiae
GCF_900638615.1	Bartonella elizabethae
GCF_000306785.1	Modestobacter marinus
GCF_001022115.1	Klebsiella oxytoca
GCF_003194005.1	Staphylococcus aureus
GCF_001399655.1	Acinetobacter baumannii
GCF_001019395.2	Staphylococcus aureus
GCF_900323945.1	Klebsiella pneumoniae
GCF_000007385.1	Xanthomonas oryzae
GCF_009626175.1	Bordetella parapertussis
GCF_001456275.1	Xylella fastidiosa
GCF_002764055.1	Fusobacterium nucleatum
GCF_001889385.1	Bacillus subtilis
GCF_003967135.1	Streptococcus dysgalactiae
GCF_000021805.1	Rippkaea orientalis
GCF_003628775.1	Dickeya fangzhongdai
GCF_006159205.1	Antarcticibacterium flavum
GCF_002796445.1	Escherichia coli
GCF_002934895.1	Escherichia coli
GCF_002754075.1	Porphyromonas gingivalis
GCF_002000685.1	Staphylococcus aureus
GCF_000011825.1	Streptococcus thermophilus
GCF_002850275.3	Klebsiella pneumoniae
GCF_900476045.1	Gemella morbillorum
GCF_900240155.1	Staphylococcus hominis
GCF_901543725.1	Streptococcus dysgalactiae
GCF_003431885.1	Bacillus velezensis
GCF_002072675.1	Pseudomonas tolaasii
GCF_002024185.1	Campylobacter coli
GCF_004636405.1	Bordetella pertussis
GCF_000572155.1	Mycobacterium tuberculosis
GCF_001314325.1	Sphingopyxis macrogoltabida
GCF_002950395.1	Shigella sonnei
GCF_900638505.1	Helicobacter pylori
GCF_008935055.1	Pseudobutyrivibrio xylanivorans
GCF_000331735.1	Myxococcus stipitatus
GCF_003591615.1	Acinetobacter baumannii
GCF_002838745.1	Bifidobacterium breve
GCF_003971565.1	Lactobacillus crispatus
GCF_002881215.1	Streptococcus agalactiae
GCF_003122385.1	Flavobacterium crocinum
GCF_001885145.1	Streptococcus iniae
GCF_002197305.1	Streptococcus agalactiae
GCF_000698265.1	Pseudomonas simiae
GCF_004000495.1	Pseudomonas aeruginosa
GCF_003491365.1	Aeromonas veronii
GCF_008281125.1	Helicobacter pylori
GCF_003071465.1	Bacillus velezensis
GCF_006740745.1	Methylorubrum populi
GCF_000959185.1	Burkholderia pseudomallei
GCF_006364475.1	Candidatus Methylopumilus planktonicus
GCF_000835285.1	Campylobacter jejuni
GCF_003716785.1	Leptospira borgpetersenii
GCF_900749825.1	Methylocella tundrae
GCF_002749475.1	Brucella suis
GCF_900635885.1	Citrobacter koseri
GCF_003294925.1	Aeromonas caviae
GCF_004153945.1	Streptococcus pyogenes
GCF_001554115.1	Mycoplasma mycoides
GCF_003146745.1	Capnocytophaga canimorsus
GCF_002776795.1	Chlamydia trachomatis
GCF_900187145.1	Mycolicibacter terrae
GCF_002887715.1	Escherichia coli
GCF_009497855.1	Salmonella enterica
GCF_003111785.1	Escherichia coli
GCF_000624175.1	Salmonella enterica
GCF_001298485.1	Enterococcus faecium
GCF_002358035.1	Streptococcus pneumoniae
GCF_900475015.1	Streptococcus gordonii
GCF_000625215.2	Salmonella enterica
GCF_000569015.1	Bifidobacterium breve
GCF_004208435.1	Clostridium tetani
GCF_001077535.1	Clostridioides difficile
GCF_004637145.1	Bordetella pertussis
GCF_900103345.1	Pseudomonas azotoformans
GCF_901482645.1	Streptococcus pyogenes
GCF_002068115.1	Pectobacterium brasiliense
GCF_000493535.2	Salmonella enterica
GCF_900327245.1	Orientia tsutsugamushi
GCF_002860085.1	Escherichia coli
GCF_003967275.1	Sulfuritortus calidifontis
GCF_004116995.1	Bacillus thermocopriae
GCF_009295885.1	Lactobacillus rossiae
GCF_900520325.1	Escherichia coli
GCF_001514455.1	Serratia fonticola
GCF_900087815.2	Neisseria gonorrhoeae
GCF_002953795.1	Escherichia coli
GCF_002220755.1	Campylobacter sputorum
GCF_900795095.1	Streptococcus pneumoniae
GCF_001606005.1	Brevibacterium linens
GCF_000828735.1	Ureaplasma parvum
GCF_001007145.1	Chlamydia pneumoniae
GCF_002142575.1	Lactobacillus delbrueckii
GCF_003597815.1	Clostridioides difficile
GCF_000020585.3	Alteromonas mediterranea
GCF_008330465.1	Francisella noatunensis
GCF_001562195.1	Alteromonas addita
GCF_002214395.1	Vibrio rotiferianus
GCF_002953575.2	Acinetobacter indicus
GCF_002850215.1	Xanthomonas oryzae
GCF_000835145.1	Bacillus amyloliquefaciens
GCF_000012745.1	Thiobacillus denitrificans
GCF_000008485.1	Legionella pneumophila
GCF_000021405.1	Borreliella burgdorferi
GCF_002290685.1	Brucella abortus
GCF_000161335.1	Bacillus mycoides
GCF_001579885.2	Corynebacterium pseudotuberculosis
GCF_001729505.1	Pseudomonas aeruginosa
GCF_902381765.1	Corynebacterium ammoniagenes
GCF_000007205.1	Chlamydia pneumoniae
GCF_900635455.1	Yersinia intermedia
GCF_004636365.1	Bordetella pertussis
GCF_001278295.1	Salmonella enterica
GCF_002906475.1	Vibrio campbellii
GCF_004636245.1	Bordetella pertussis
GCF_001900395.1	Escherichia coli
GCF_002000765.1	Staphylococcus aureus
GCF_000513635.1	Listeria monocytogenes
GCF_005576575.1	Salmonella enterica
GCF_004792555.1	Pasteurella multocida
GCF_001969485.1	Corynebacterium pseudotuberculosis
GCF_005890075.1	Enterobacter ludwigii
GCF_007998085.1	Escherichia coli
GCF_003097535.1	Flavobacterium pallidum
GCF_002163605.1	Tatumella citrea
GCF_900478285.1	Klebsiella oxytoca
GCF_000261345.2	Streptomyces globisporus
GCF_000264455.2	Tistrella mobilis
GCF_003665335.1	Bacillus subtilis
GCF_001921925.1	Clostridium botulinum
GCF_005221885.1	Escherichia coli
GCF_002220795.1	Campylobacter sputorum
GCF_003925935.1	Mycoplasma californicum
GCF_004635905.1	Bordetella pertussis
GCF_900105225.1	Paenibacillaceae bacterium
GCF_004635825.1	Bordetella pertussis
GCF_002968475.1	Klebsiella pneumoniae
GCF_000277715.1	Pseudopropionibacterium propionicum
GCF_001990245.1	Bacillus anthracis
GCF_002238395.1	Bacillus velezensis
GCF_000144605.1	Brevundimonas subvibrioides
GCF_003028795.1	Escherichia coli
GCF_002357215.1	Rickettsia japonica
GCF_002945135.3	Escherichia coli
GCF_009676765.1	Pseudomonas aeruginosa
GCF_008086305.1	Bifidobacterium longum
GCF_000241895.1	Corynebacterium diphtheriae
GCF_002057245.1	Escherichia coli
GCF_900619615.1	Streptococcus pyogenes
GCF_002257525.1	Halomonas ventosae
GCF_002073215.2	Moraxella catarrhalis
GCF_003612855.1	Ethanoligenens harbinense
GCF_001411765.2	Pediococcus pentosaceus
GCF_003515385.1	Ralstonia solanacearum
GCF_002838245.1	Bifidobacterium breve
GCF_004323035.1	Burkholderia pseudomallei
GCF_001267395.1	Enterococcus durans
GCF_003352365.1	Haemophilus influenzae
GCF_000953475.1	Methylacidiphilum fumariolicum
GCF_001483865.1	Roseateles depolymerans
GCF_001986835.1	Bordetella pertussis
GCF_000359505.1	Pseudomonas aeruginosa
GCF_001692575.1	Salmonella enterica
GCF_001006005.1	Serratia fonticola
GCF_002243645.1	Bacillus simplex
GCF_001717645.1	Staphylococcus aureus
GCF_003008635.1	Pseudomonas chlororaphis
GCF_001697325.1	Neisseria meningitidis
GCF_001237985.1	Xanthomonas arboricola
GCF_002447555.1	Mycobacterium tuberculosis
GCF_003717935.1	Salmonella enterica
GCF_002022125.1	Elizabethkingia ursingii
GCF_009739615.1	Clavibacter michiganensis
GCF_000189515.1	Lactobacillus helveticus
GCF_001646625.1	Klebsiella pneumoniae
GCF_000442435.1	Rhizobium etli
GCF_001989075.1	Bordetella pertussis
GCF_003285045.1	Mycoplasma anseris
GCF_001688845.2	Muribaculum intestinale
GCF_001050395.1	Mycobacteroides abscessus
GCF_002257765.2	Klebsiella pneumoniae
GCF_001580455.1	Ramlibacter tataouinensis
GCF_001307725.1	Bordetella pertussis
GCF_000961455.1	Xanthomonas citri
GCF_000498655.1	Zymomonas mobilis
GCF_003586065.1	Escherichia coli
GCF_002215535.1	Staphylococcus epidermidis
GCF_000016765.1	Sphingomonas wittichii
GCF_001986475.1	Bordetella pertussis
GCF_004101925.1	Bacillus aerophilus
GCF_003856595.1	Klebsiella pneumoniae
GCF_900105335.1	Microbacterium paraoxydans
GCF_005157325.1	Providencia heimbachae
GCF_900327265.1	Orientia tsutsugamushi
GCF_002117875.1	Xylella fastidiosa
GCF_005154665.1	Listeria monocytogenes
GCF_900236525.1	Brucella melitensis
GCF_000505685.1	Acinetobacter baumannii
GCF_001722045.1	Pseudomonas aeruginosa
GCF_002973655.1	Campylobacter fetus
GCF_002838565.1	Bifidobacterium breve
GCF_001610735.1	Legionella pneumophila
GCF_004124195.2	Salmonella enterica
GCF_000012765.1	Mycoplasma capricolum
GCF_002356695.1	Rickettsia japonica
GCF_000010625.1	Microcystis aeruginosa
GCF_900693095.1	Streptococcus pneumoniae
GCF_003966955.1	Parolsenella catena
GCF_001986355.1	Bordetella pertussis
GCF_900324275.1	Staphylococcus aureus
GCF_000020065.1	Mycoplasma arthritidis
GCF_004634685.1	Bordetella pertussis
GCF_000024885.1	Sulfurospirillum deleyianum
GCF_002891925.1	Phaeobacter piscinae
GCF_000014445.1	Leuconostoc mesenteroides
GCF_003055985.1	Treponema pallidum
GCF_003096215.1	Bacillus thermoamylovorans
GCF_002007485.1	Bartonella apis
GCF_003324935.1	Salmonella enterica
GCF_001641005.1	Rathayibacter tritici
GCF_002215055.1	Laribacter hongkongensis
GCF_009762475.1	Escherichia coli
GCF_001672055.1	Serratia marcescens
GCF_002833465.1	Klebsiella pneumoniae
GCF_000283735.1	Salmonella enterica
GCF_004010575.1	Escherichia coli
GCF_000272895.2	Salmonella enterica
GCF_004009315.1	Bordetella pertussis
GCF_000025745.1	Escherichia coli
GCF_001465175.1	Clostridium butyricum
GCF_002868755.1	Lactobacillus plantarum
GCF_002310715.1	Escherichia coli
GCF_003964795.2	Enterobacter hormaechei
GCF_900692795.1	Streptococcus pneumoniae
GCF_001572725.1	Serratia rubidaea
GCF_002952895.1	Escherichia coli
GCF_003627355.1	Lactobacillus plantarum
GCF_008926165.1	Escherichia coli
GCF_001708525.1	Ralstonia solanacearum
GCF_008370165.1	Serratia symbiotica
GCF_004634825.1	Bordetella pertussis
GCF_001886435.1	Alteromonas mediterranea
GCF_002952195.1	Helicobacter pylori
GCF_000624475.2	Salmonella enterica
GCF_000161215.1	Bacillus cereus
GCF_002205555.1	Brevundimonas diminuta
GCF_000623635.2	Salmonella enterica
GCF_001587055.1	Salmonella enterica
GCF_005671375.1	Acinetobacter baumannii
GCF_001999945.1	Microbulbifer agarilyticus
GCF_004379355.1	Acinetobacter haemolyticus
GCF_001908255.1	Streptococcus agalactiae
GCF_003590585.1	Ralstonia solanacearum
GCF_000017645.1	Xanthobacter autotrophicus
GCF_008642355.1	Streptomyces venezuelae
GCF_006402015.1	Myxococcus xanthus
GCF_003612835.1	Ethanoligenens harbinense
GCF_001741665.1	Klebsiella pneumoniae
GCF_009176645.1	Enterobacter oligotrophica
GCF_000412675.1	Pseudomonas putida
GCF_000826985.1	Helicobacter pylori
GCF_003432425.1	Bacillus velezensis
GCF_007971025.1	Mucilaginibacter ginsenosidivorans
GCF_003515185.1	Ralstonia solanacearum
GCF_000015645.1	Prochlorococcus marinus
GCF_900184385.1	Salmonella enterica
GCF_900128595.1	Buchnera aphidicola
GCF_004328555.1	Haematobacter massiliensis
GCF_000014405.1	Lactobacillus delbrueckii
GCF_002993865.1	Staphylococcus aureus
GCF_000231055.2	Saccharomonospora azurea
GCF_002591075.1	Klebsiella pneumoniae
GCF_000600005.1	Snodgrassella alvi
GCF_000024405.1	Sebaldella termitidis
GCF_001886915.1	Leuconostoc mesenteroides
